320000,110000,900.0
320000,110100,900.0
320000,110101,903.0
320000,110102,904.0
320000,110103,897.0
320000,110104,898.0
320000,110105,903.0
320000,110106,895.0
320000,110107,908.0
320000,110108,916.0
320000,110109,924.0
320000,110111,893.0
320000,110112,883.0
320000,110113,921.0
320000,110114,938.0
320000,110115,869.0
320000,110116,976.0
320000,110117,919.0
320000,110120,953.0
320000,110130,972.0
320000,120000,797.0
320000,120100,797.0
320000,120101,800.0
320000,120102,799.0
320000,120103,795.0
320000,120104,799.0
320000,120105,804.0
320000,120106,805.0
320000,120107,779.0
320000,120108,803.0
320000,120109,758.0
320000,120110,797.0
320000,120111,788.0
320000,120112,779.0
320000,120113,815.0
320000,120114,835.0
320000,120115,849.0
320000,120120,822.0
320000,120130,771.0
320000,120140,893.0
320000,130000,773.0
320000,130100,775.0
320000,130102,945.0
320000,130103,681.0
320000,130104,772.0
320000,130105,774.0
320000,130107,785.0
320000,130108,767.0
320000,130121,785.0
320000,130123,781.0
320000,130124,753.0
320000,130125,821.0
320000,130126,831.0
320000,130127,727.0
320000,130128,757.0
320000,130129,742.0
320000,130130,765.0
320000,130131,839.0
320000,130132,753.0
320000,130133,729.0
320000,130181,722.0
320000,130182,754.0
320000,130183,740.0
320000,130184,794.0
320000,130185,783.0
320000,130200,845.0
320000,130202,842.0
320000,130203,847.0
320000,130204,853.0
320000,130205,851.0
320000,130207,823.0
320000,130208,865.0
320000,130223,861.0
320000,130224,818.0
320000,130225,814.0
320000,130227,908.0
320000,130229,864.0
320000,130230,805.0
320000,130281,904.0
320000,130283,891.0
320000,130300,883.0
320000,130302,881.0
320000,130303,887.0
320000,130304,869.0
320000,130321,924.0
320000,130322,843.0
320000,130323,889.0
320000,130324,877.0
320000,130400,642.0
320000,130402,641.0
320000,130403,643.0
320000,130404,644.0
320000,130406,645.0
320000,130421,636.0
320000,130423,608.0
320000,130424,613.0
320000,130425,574.0
320000,130426,687.0
320000,130427,632.0
320000,130428,620.0
320000,130429,647.0
320000,130430,622.0
320000,130431,645.0
320000,130432,603.0
320000,130433,600.0
320000,130434,584.0
320000,130435,627.0
320000,130481,672.0
320000,130500,682.0
320000,130502,681.0
320000,130503,683.0
320000,130521,711.0
320000,130522,716.0
320000,130523,701.0
320000,130524,710.0
320000,130525,694.0
320000,130526,678.0
320000,130527,667.0
320000,130528,713.0
320000,130529,669.0
320000,130530,690.0
320000,130531,650.0
320000,130532,655.0
320000,130533,635.0
320000,130534,627.0
320000,130535,615.0
320000,130581,667.0
320000,130582,663.0
320000,130600,815.0
320000,130602,3013.0
320000,130603,816.0
320000,130604,812.0
320000,130621,831.0
320000,130622,801.0
320000,130623,895.0
320000,130624,869.0
320000,130625,829.0
320000,130626,843.0
320000,130627,842.0
320000,130628,782.0
320000,130629,820.0
320000,130630,893.0
320000,130631,805.0
320000,130632,804.0
320000,130633,869.0
320000,130634,831.0
320000,130635,773.0
320000,130636,836.0
320000,130637,772.0
320000,130638,813.0
320000,130681,864.0
320000,130682,796.0
320000,130683,773.0
320000,130684,838.0
320000,130700,995.0
320000,130702,1032.0
320000,130703,1036.0
320000,130705,995.0
320000,130706,990.0
320000,130721,995.0
320000,130722,1083.0
320000,130723,1147.0
320000,130724,1100.0
320000,130725,1089.0
320000,130726,948.0
320000,130727,984.0
320000,130728,1022.0
320000,130729,1048.0
320000,130730,964.0
320000,130731,949.0
320000,130732,1022.0
320000,130733,1050.0
320000,130800,1003.0
320000,130802,996.0
320000,130803,995.0
320000,130804,951.0
320000,130821,997.0
320000,130822,939.0
320000,130823,999.0
320000,130824,1001.0
320000,130825,1057.0
320000,130826,1054.0
320000,130827,942.0
320000,130828,1123.0
320000,130900,718.0
320000,130902,718.0
320000,130903,718.0
320000,130921,707.0
320000,130922,747.0
320000,130923,680.0
320000,130924,688.0
320000,130925,683.0
320000,130926,758.0
320000,130927,693.0
320000,130928,658.0
320000,130929,724.0
320000,130930,686.0
320000,130981,699.0
320000,130982,780.0
320000,130983,715.0
320000,130984,752.0
320000,131000,837.0
320000,131002,852.0
320000,131003,852.0
320000,131022,840.0
320000,131023,831.0
320000,131024,870.0
320000,131025,764.0
320000,131026,790.0
320000,131028,890.0
320000,131081,809.0
320000,131082,893.0
320000,131100,692.0
320000,131102,693.0
320000,131121,669.0
320000,131122,692.0
320000,131123,713.0
320000,131124,742.0
320000,131125,749.0
320000,131126,643.0
320000,131127,668.0
320000,131128,690.0
320000,131181,678.0
320000,131182,724.0
320000,140000,860.0
320000,140100,860.0
320000,140105,849.0
320000,140106,859.0
320000,140107,861.0
320000,140108,870.0
320000,140109,862.0
320000,140110,853.0
320000,140121,845.0
320000,140122,876.0
320000,140123,921.0
320000,140181,895.0
320000,140200,1021.0
320000,140202,1019.0
320000,140203,1021.0
320000,140211,1019.0
320000,140212,1044.0
320000,140221,1029.0
320000,140222,1022.0
320000,140223,948.0
320000,140224,919.0
320000,140225,966.0
320000,140226,1040.0
320000,140227,1003.0
320000,140300,800.0
320000,140302,799.0
320000,140303,803.0
320000,140311,808.0
320000,140321,794.0
320000,140322,830.0
320000,140400,696.0
320000,140402,696.0
320000,140411,695.0
320000,140421,690.0
320000,140423,725.0
320000,140424,720.0
320000,140425,674.0
320000,140426,700.0
320000,140427,684.0
320000,140428,707.0
320000,140429,760.0
320000,140430,765.0
320000,140431,771.0
320000,140481,698.0
320000,140500,668.0
320000,140502,669.0
320000,140521,731.0
320000,140522,701.0
320000,140524,655.0
320000,140525,793.0
320000,140581,682.0
320000,140600,1002.0
320000,140602,991.0
320000,140603,1015.0
320000,140621,990.0
320000,140622,975.0
320000,140623,1049.0
320000,140624,1005.0
320000,140700,834.0
320000,140702,837.0
320000,140721,771.0
320000,140722,747.0
320000,140723,756.0
320000,140724,772.0
320000,140725,826.0
320000,140726,825.0
320000,140727,826.0
320000,140728,830.0
320000,140729,834.0
320000,140781,837.0
320000,140800,792.0
320000,140802,793.0
320000,140821,817.0
320000,140822,824.0
320000,140823,789.0
320000,140824,821.0
320000,140825,802.0
320000,140826,768.0
320000,140827,750.0
320000,140828,780.0
320000,140829,767.0
320000,140830,806.0
