28.0 33.0 137.513 
28.0 4.0 1454.366 
37.0 49.0 737.237 
43.0 13.0 1517.434 
11.0 38.0 2045.019 
23.0 41.0 1718.42 
39.0 23.0 787.43 
27.0 18.0 1690.35 
3.0 41.0 1070.345 
38.0 1.0 1792.814 
40.0 45.0 733.689 
49.0 6.0 841.226 
36.0 35.0 1393.569 
2.0 31.0 466.164 
6.0 45.0 538.546 
41.0 19.0 1027.676 
22.0 45.0 985.901 
11.0 16.0 1505.397 
27.0 40.0 1163.253 
37.0 38.0 239.208 
24.0 50.0 1494.991 
50.0 18.0 587.636 
25.0 4.0 853.919 
20.0 32.0 1276.881 
19.0 33.0 128.455 
49.0 4.0 357.19 
36.0 18.0 910.967 
24.0 22.0 1012.846 
42.0 3.0 484.865 
29.0 8.0 1398.628 
50.0 38.0 638.528 
39.0 39.0 301.554 
10.0 34.0 453.161 
36.0 12.0 525.044 
11.0 22.0 786.061 
37.0 3.0 1746.588 
8.0 14.0 593.931 
50.0 42.0 1377.91 
16.0 31.0 1170.115 
23.0 32.0 762.516 
36.0 36.0 706.893 
13.0 34.0 769.65 
4.0 43.0 1362.334 
27.0 28.0 486.823 
29.0 6.0 788.614 
33.0 14.0 195.305 
4.0 36.0 991.731 
12.0 44.0 327.281 
22.0 1.0 563.09 
5.0 50.0 1320.03 
23.0 50.0 715.165 
29.0 40.0 1403.936 
17.0 12.0 1971.163 
50.0 44.0 1620.624 
37.0 25.0 775.508 
14.0 13.0 1563.09 
50.0 14.0 954.543 
21.0 35.0 1670.415 
16.0 4.0 676.243 
27.0 43.0 879.823 
46.0 32.0 1263.038 
27.0 32.0 423.075 
9.0 17.0 541.405 
17.0 9.0 1097.677 
17.0 21.0 869.221 
13.0 21.0 1368.868 
19.0 34.0 1089.796 
22.0 38.0 102.093 
25.0 13.0 1397.308 
3.0 27.0 450.54 
9.0 16.0 755.166 
50.0 47.0 1327.9 
44.0 41.0 23.441 
45.0 38.0 479.57 
15.0 48.0 948.657 
19.0 1.0 875.34 
48.0 26.0 356.129 
45.0 16.0 1304.937 
41.0 17.0 515.603 
19.0 13.0 365.698 
35.0 21.0 339.102 
27.0 26.0 388.322 
44.0 47.0 648.95 
42.0 3.0 1683.621 
8.0 32.0 494.554 
1.0 37.0 1304.495 
32.0 24.0 1244.377 
39.0 43.0 772.896 
10.0 50.0 665.641 
40.0 27.0 637.919 
4.0 40.0 1231.355 
25.0 16.0 558.213 
36.0 34.0 796.692 
32.0 26.0 199.104 
38.0 7.0 943.527 
7.0 31.0 380.411 
37.0 9.0 452.822 
7.0 5.0 1595.387 
8.0 3.0 1121.923 
40.0 28.0 1994.073 
29.0 40.0 1467.862 
9.0 12.0 1672.211 
31.0 39.0 351.499 
42.0 47.0 975.47 
44.0 33.0 523.598 
5.0 1.0 1410.342 
50.0 38.0 1947.67 
23.0 14.0 714.587 
45.0 42.0 1408.525 
45.0 21.0 1598.183 
23.0 12.0 2246.545 
38.0 29.0 598.862 
26.0 28.0 142.775 
45.0 42.0 1450.538 
34.0 14.0 1218.6 
14.0 26.0 1344.534 
39.0 22.0 875.857 
45.0 31.0 1151.725 
28.0 47.0 2371.199 
4.0 15.0 1335.3 
10.0 49.0 1794.045 
36.0 21.0 1998.122 
48.0 30.0 511.621 
7.0 8.0 973.135 
20.0 15.0 1347.797 
21.0 32.0 840.031 
50.0 41.0 1619.731 
20.0 3.0 1147.528 
26.0 43.0 964.518 
22.0 41.0 729.06 
46.0 4.0 1895.301 
32.0 48.0 1170.414 
42.0 7.0 1557.075 
15.0 22.0 2394.65 
1.0 2.0 1763.191 
15.0 41.0 1487.015 
6.0 43.0 687.538 
37.0 15.0 154.314 
8.0 19.0 1785.731 
26.0 10.0 1769.621 
49.0 25.0 1364.952 
47.0 27.0 1567.737 
19.0 17.0 1491.432 
37.0 15.0 947.486 
20.0 24.0 1092.406 
1.0 17.0 1371.776 
42.0 32.0 1163.269 
30.0 28.0 78.774 
21.0 50.0 1919.719 
5.0 15.0 753.526 
37.0 9.0 2067.531 
18.0 37.0 193.139 
1.0 33.0 373.738 
49.0 21.0 1179.501 
46.0 23.0 297.258 
